1 "no simd" 2.4094971479194004e-7 2.403609202253185e-7 2.419548795422856e-7 1.2061410825617812e-8 8.16377980652155e-9 1.7352613449874348e-8
2 "simd4" 1.497931659890554e-7 1.4966267842876962e-7 1.499682586020694e-7 2.4219048768860533e-9 1.9538223254042185e-9 3.1454156845267387e-9
3 "simd8" 1.4846741791581454e-7 1.4832121285450219e-7 1.4872203876576835e-7 3.034815918441987e-9 2.038986622467649e-9 5.059859395562789e-9
4 "simd16" 1.2197333530377826e-7 1.2188119215611573e-7 1.2209792877410332e-7 1.7154972207396646e-9 1.385220476429601e-9 2.242073131272445e-9
5 "no simd" 2.2460515718192172e-7 2.2444562966999012e-7 2.2480486716464452e-7 2.851023790941489e-9 2.4345236779404144e-9 3.3777798165326863e-9
6 "simd4" 1.7613897133216438e-7 1.7600259134659883e-7 1.7631141747922422e-7 2.4754815764331763e-9 2.060684363668256e-9 2.9879322411567146e-9
7 "simd8" 1.7766858313797584e-7 1.7751905201587546e-7 1.77863216522585e-7 2.7396796313541385e-9 2.2539630405688813e-9 3.385008043437963e-9
